"text";"orders";"orders_str";"num_items";"grand_total"
"cuan bertiga b Rp21000";"[{""product"":""cuan bertiga b"",""quantity"":1,""price"":21000,""total_price"":21000}]";"cuan bertiga b:1:21000";"1";"21000"
"kak thai milk tea h rp 25500";"[{""product"":""thai milk tea h"",""quantity"":1,""price"":25500,""total_price"":25500}]";"thai milk tea h:1:25500";"1";"25500"
"dua popcan roasted tea Rp41000 + satu donut sosis 4000 + 2 pizza special Rp30000";"[{""product"":""popcan roasted tea"",""quantity"":2,""price"":41000,""total_price"":82000},{""product"":""donut sosis"",""quantity"":1,""price"":4000,""total_price"":4000},{""product"":""pizza special"",""quantity"":2,""price"":30000,""total_price"":60000}]";"popcan roasted tea:2:41000|donut sosis:1:4000|pizza special:2:30000";"3";"146000"
"wkwk nasi bungkus  usus 14000";"[{""product"":""nasi bungkus  usus"",""quantity"":1,""price"":14000,""total_price"":14000}]";"nasi bungkus  usus:1:14000";"1";"14000"
"kak 2 bacon cheese bombs rp 10000 dan 2 black forest roll 6000";"[{""product"":""bacon cheese bombs"",""quantity"":2,""price"":10000,""total_price"":20000},{""product"":""black forest roll"",""quantity"":2,""price"":6000,""total_price"":12000}]";"bacon cheese bombs:2:10000|black forest roll:2:6000";"2";"32000"
"2 porsi ikan kerapu pedas manis rp 2000 dan 1 mie goreng sapi Rp10000";"[{""product"":""ikan kerapu pedas manis"",""quantity"":2,""price"":2000,""total_price"":4000},{""product"":""mie goreng sapi"",""quantity"":1,""price"":10000,""total_price"":10000}]";"ikan kerapu pedas manis:2:2000|mie goreng sapi:1:10000";"2";"14000"
"kak bakso campur 39500 sama 1 corndog mozzarella kentang 18500";"[{""product"":""bakso campur"",""quantity"":1,""price"":39500,""total_price"":39500},{""product"":""corndog mozzarella kentang"",""quantity"":1,""price"":18500,""total_price"":18500}]";"bakso campur:1:39500|corndog mozzarella kentang:1:18500";"2";"58000"
"satu boy coklat rp 34500";"[{""product"":""boy coklat"",""quantity"":1,""price"":34500,""total_price"":34500}]";"boy coklat:1:34500";"1";"34500"
"wkwk 2 porsi berry wild Rp35000";"[{""product"":""berry wild"",""quantity"":2,""price"":35000,""total_price"":70000}]";"berry wild:2:35000";"1";"70000"
"wkwk 1 bolu lapis panjang nastar crumble 33000 + dua siomay goreng frozen 6500 + tiga patbingsoo chicken dub bab 40500";"[{""product"":""bolu lapis panjang nastar crumble"",""quantity"":1,""price"":33000,""total_price"":33000},{""product"":""siomay goreng frozen"",""quantity"":2,""price"":6500,""total_price"":13000},{""product"":""patbingsoo chicken dub bab"",""quantity"":3,""price"":40500,""total_price"":121500}]";"bolu lapis panjang nastar crumble:1:33000|siomay goreng frozen:2:6500|patbingsoo chicken dub bab:3:40500";"3";"167500"
"kak seporsi toumiao bawang putih Rp35500 dan seporsi mie bakwan jumbo 40500";"[{""product"":""toumiao bawang putih"",""quantity"":1,""price"":35500,""total_price"":35500},{""product"":""mie bakwan jumbo"",""quantity"":1,""price"":40500,""total_price"":40500}]";"toumiao bawang putih:1:35500|mie bakwan jumbo:1:40500";"2";"76000"
"1 tteomoza big Rp28000 sama satu ice avocado rp 27500";"[{""product"":""tteomoza big"",""quantity"":1,""price"":28000,""total_price"":28000},{""product"":""ice avocado"",""quantity"":1,""price"":27500,""total_price"":27500}]";"tteomoza big:1:28000|ice avocado:1:27500";"2";"55500"
"1 kacang tunggak rempeyek Rp45500";"[{""product"":""kacang tunggak rempeyek"",""quantity"":1,""price"":45500,""total_price"":45500}]";"kacang tunggak rempeyek:1:45500";"1";"45500"
"kak cheese sweet cake rp 10000 dan seporsi redvelvet roll Rp37500";"[{""product"":""cheese sweet cake"",""quantity"":1,""price"":10000,""total_price"":10000},{""product"":""redvelvet roll"",""quantity"":1,""price"":37500,""total_price"":37500}]";"cheese sweet cake:1:10000|redvelvet roll:1:37500";"2";"47500"
"wkwk 3 pudding kelengkeng rp 20000";"[{""product"":""pudding kelengkeng"",""quantity"":3,""price"":20000,""total_price"":60000}]";"pudding kelengkeng:3:20000";"1";"60000"
"seporsi suka ikan kerapu sedang 32500";"[{""product"":""suka ikan kerapu sedang"",""quantity"":1,""price"":32500,""total_price"":32500}]";"suka ikan kerapu sedang:1:32500";"1";"32500"
"wkwk 2 porsi nasi gurame asam manis rp 16000 dan 3 cilok gajeh rp 40500";"[{""product"":""nasi gurame asam manis"",""quantity"":2,""price"":16000,""total_price"":32000},{""product"":""cilok gajeh"",""quantity"":3,""price"":40500,""total_price"":121500}]";"nasi gurame asam manis:2:16000|cilok gajeh:3:40500";"2";"153500"
"4 manggo latte 2000";"[{""product"":""manggo latte"",""quantity"":4,""price"":2000,""total_price"":8000}]";"manggo latte:4:2000";"1";"8000"
"wkwk 2 buah kom segar Rp7500 dan 2 cumi saus thailand Rp26000";"[{""product"":""buah kom segar"",""quantity"":2,""price"":7500,""total_price"":15000},{""product"":""cumi saus thailand"",""quantity"":2,""price"":26000,""total_price"":52000}]";"buah kom segar:2:7500|cumi saus thailand:2:26000";"2";"67000"
"2 porsi mie ayam kecap 40000";"[{""product"":""mie ayam kecap"",""quantity"":2,""price"":40000,""total_price"":80000}]";"mie ayam kecap:2:40000";"1";"80000"
"wkwk dua black beef rp 30000";"[{""product"":""black beef"",""quantity"":2,""price"":30000,""total_price"":60000}]";"black beef:2:30000";"1";"60000"
"kak seporsi pizza landing on you rp 9000 sama 1 kimchi bokkeumbbapp rp 20000";"[{""product"":""pizza landing on you"",""quantity"":1,""price"":9000,""total_price"":9000},{""product"":""kimchi bokkeumbbapp"",""quantity"":1,""price"":20000,""total_price"":20000}]";"pizza landing on you:1:9000|kimchi bokkeumbbapp:1:20000";"2";"29000"
"mangga kopek 40000";"[{""product"":""mangga kopek"",""quantity"":1,""price"":40000,""total_price"":40000}]";"mangga kopek:1:40000";"1";"40000"
"dua hot kopi sus Rp20500";"[{""product"":""hot kopi sus"",""quantity"":2,""price"":20500,""total_price"":41000}]";"hot kopi sus:2:20500";"1";"41000"
"red velvet ice rp 36000";"[{""product"":""red velvet ice"",""quantity"":1,""price"":36000,""total_price"":36000}]";"red velvet ice:1:36000";"1";"36000"
"wkwk nasi ayam geprekes susu 29500";"[{""product"":""nasi ayam geprekes susu"",""quantity"":1,""price"":29500,""total_price"":29500}]";"nasi ayam geprekes susu:1:29500";"1";"29500"
"wkwk dua red cooling 20500 + pentol rp 22500";"[{""product"":""red cooling"",""quantity"":2,""price"":20500,""total_price"":41000},{""product"":""pentol"",""quantity"":1,""price"":22500,""total_price"":22500}]";"red cooling:2:20500|pentol:1:22500";"2";"63500"
"kak seporsi carica papaya segar 27500 dan satu rolade sapi 21500 dan 2 choco caramel rp 23000";"[{""product"":""carica papaya segar"",""quantity"":1,""price"":27500,""total_price"":27500},{""product"":""rolade sapi"",""quantity"":1,""price"":21500,""total_price"":21500},{""product"":""choco caramel"",""quantity"":2,""price"":23000,""total_price"":46000}]";"carica papaya segar:1:27500|rolade sapi:1:21500|choco caramel:2:23000";"3";"95000"
"kak 4 garlic cheese toast rp 24000";"[{""product"":""garlic cheese toast"",""quantity"":4,""price"":24000,""total_price"":96000}]";"garlic cheese toast:4:24000";"1";"96000"
"kak 1 dasting coklat 40500";"[{""product"":""dasting coklat"",""quantity"":1,""price"":40500,""total_price"":40500}]";"dasting coklat:1:40500";"1";"40500"
"kak seporsi spaghetti bolognise Rp39000";"[{""product"":""spaghetti bolognise"",""quantity"":1,""price"":39000,""total_price"":39000}]";"spaghetti bolognise:1:39000";"1";"39000"
"wkwk mie aceh udang cumi daging rp 32000 + satu matah bite 19500";"[{""product"":""mie aceh udang cumi daging"",""quantity"":1,""price"":32000,""total_price"":32000},{""product"":""matah bite"",""quantity"":1,""price"":19500,""total_price"":19500}]";"mie aceh udang cumi daging:1:32000|matah bite:1:19500";"2";"51500"
"1 sapi kecap Rp25500";"[{""product"":""sapi kecap"",""quantity"":1,""price"":25500,""total_price"":25500}]";"sapi kecap:1:25500";"1";"25500"
"seporsi char kwe tiao rp 37000 sama 5 suka bowl goreng soka rp 30500";"[{""product"":""char kwe tiao"",""quantity"":1,""price"":37000,""total_price"":37000},{""product"":""suka bowl goreng soka"",""quantity"":5,""price"":30500,""total_price"":152500}]";"char kwe tiao:1:37000|suka bowl goreng soka:5:30500";"2";"189500"
"kak 5 srikaya keju 8500 dan tiga dimsum kepiting rp 47500";"[{""product"":""srikaya keju"",""quantity"":5,""price"":8500,""total_price"":42500},{""product"":""dimsum kepiting"",""quantity"":3,""price"":47500,""total_price"":142500}]";"srikaya keju:5:8500|dimsum kepiting:3:47500";"2";"185000"
"wkwk 5 rose coffee Rp25000";"[{""product"":""rose coffee"",""quantity"":5,""price"":25000,""total_price"":125000}]";"rose coffee:5:25000";"1";"125000"
"wkwk 2 milky choco banana rp 42000";"[{""product"":""milky choco banana"",""quantity"":2,""price"":42000,""total_price"":84000}]";"milky choco banana:2:42000";"1";"84000"
"kak dua vanila blue mini non boba rp 18000";"[{""product"":""vanila blue mini non boba"",""quantity"":2,""price"":18000,""total_price"":36000}]";"vanila blue mini non boba:2:18000";"1";"36000"
"1 mie tiaw goreng  telur rp 24000 + seporsi cake pisang potong Rp46500";"[{""product"":""mie tiaw goreng  telur"",""quantity"":1,""price"":24000,""total_price"":24000},{""product"":""cake pisang potong"",""quantity"":1,""price"":46500,""total_price"":46500}]";"mie tiaw goreng  telur:1:24000|cake pisang potong:1:46500";"2";"70500"
"kak seporsi capcay sosis rp 23000 sama 3 mango  watermelon s Rp43000";"[{""product"":""capcay sosis"",""quantity"":1,""price"":23000,""total_price"":23000},{""product"":""mango  watermelon s"",""quantity"":3,""price"":43000,""total_price"":129000}]";"capcay sosis:1:23000|mango  watermelon s:3:43000";"2";"152000"
"manggo frappe Rp23500";"[{""product"":""manggo frappe"",""quantity"":1,""price"":23500,""total_price"":23500}]";"manggo frappe:1:23500";"1";"23500"
"3 dory fish n chips 34000 dan 2 porsi butterscoth coffee rp 35500 dan lean crying tiger steak plate Rp41500";"[{""product"":""dory fish n chips"",""quantity"":3,""price"":34000,""total_price"":102000},{""product"":""butterscoth coffee"",""quantity"":2,""price"":35500,""total_price"":71000},{""product"":""lean crying tiger steak plate"",""quantity"":1,""price"":41500,""total_price"":41500}]";"dory fish n chips:3:34000|butterscoth coffee:2:35500|lean crying tiger steak plate:1:41500";"3";"214500"
"kak 2 es drink bengbeng Rp28000";"[{""product"":""es drink bengbeng"",""quantity"":2,""price"":28000,""total_price"":56000}]";"es drink bengbeng:2:28000";"1";"56000"
"kak 2 porsi roti jumbo vanilla 30500";"[{""product"":""roti jumbo vanilla"",""quantity"":2,""price"":30500,""total_price"":61000}]";"roti jumbo vanilla:2:30500";"1";"61000"
"kak 4 seblak bakso  sosis rp 25500";"[{""product"":""seblak bakso  sosis"",""quantity"":4,""price"":25500,""total_price"":102000}]";"seblak bakso  sosis:4:25500";"1";"102000"
"2 porsi kori konyaku strawberry Rp35500";"[{""product"":""kori konyaku strawberry"",""quantity"":2,""price"":35500,""total_price"":71000}]";"kori konyaku strawberry:2:35500";"1";"71000"
"wkwk croffle vanilla creme rp 25500 dan 1 jus blimbing jumbo 47500";"[{""product"":""croffle vanilla creme"",""quantity"":1,""price"":25500,""total_price"":25500},{""product"":""jus blimbing jumbo"",""quantity"":1,""price"":47500,""total_price"":47500}]";"croffle vanilla creme:1:25500|jus blimbing jumbo:1:47500";"2";"73000"
"wkwk 4 kiji elevated garlic cheese Rp29500 dan roti sobek 30500";"[{""product"":""kiji elevated garlic cheese"",""quantity"":4,""price"":29500,""total_price"":118000},{""product"":""roti sobek"",""quantity"":1,""price"":30500,""total_price"":30500}]";"kiji elevated garlic cheese:4:29500|roti sobek:1:30500";"2";"148500"
"1 nasi putih 25500";"[{""product"":""nasi putih"",""quantity"":1,""price"":25500,""total_price"":25500}]";"nasi putih:1:25500";"1";"25500"
"kak milk hazelnut Rp46500 + tiga dark chocolate mint 30500 + 2 crispy strips 3000";"[{""product"":""milk hazelnut"",""quantity"":1,""price"":46500,""total_price"":46500},{""product"":""dark chocolate mint"",""quantity"":3,""price"":30500,""total_price"":91500},{""product"":""crispy strips"",""quantity"":2,""price"":3000,""total_price"":6000}]";"milk hazelnut:1:46500|dark chocolate mint:3:30500|crispy strips:2:3000";"3";"144000"
"wkwk 2 pudding zebra cup rp 21000 dan chocolate cheese large rp 28500";"[{""product"":""pudding zebra cup"",""quantity"":2,""price"":21000,""total_price"":42000},{""product"":""chocolate cheese large"",""quantity"":1,""price"":28500,""total_price"":28500}]";"pudding zebra cup:2:21000|chocolate cheese large:1:28500";"2";"70500"
"kak 1 spikoe kuno lusi rp 42000";"[{""product"":""spikoe kuno lusi"",""quantity"":1,""price"":42000,""total_price"":42000}]";"spikoe kuno lusi:1:42000";"1";"42000"
"kak labu waluh segar rp 17000 sama 1 red cincau cold 44500";"[{""product"":""labu waluh segar"",""quantity"":1,""price"":17000,""total_price"":17000},{""product"":""red cincau cold"",""quantity"":1,""price"":44500,""total_price"":44500}]";"labu waluh segar:1:17000|red cincau cold:1:44500";"2";"61500"
"wkwk seporsi teh bunga 37000";"[{""product"":""teh bunga"",""quantity"":1,""price"":37000,""total_price"":37000}]";"teh bunga:1:37000";"1";"37000"
"wkwk 5 onigiri mala 49500";"[{""product"":""onigiri mala"",""quantity"":5,""price"":49500,""total_price"":247500}]";"onigiri mala:5:49500";"1";"247500"
"2 porsi chiken sambal matah with rice Rp50000";"[{""product"":""chiken sambal matah with rice"",""quantity"":2,""price"":50000,""total_price"":100000}]";"chiken sambal matah with rice:2:50000";"1";"100000"
"kak 3 milky melon Rp45500";"[{""product"":""milky melon"",""quantity"":3,""price"":45500,""total_price"":136500}]";"milky melon:3:45500";"1";"136500"
"wkwk dua creme brulee maki sushi 4000 + 1 botok rempelo ati Rp14500";"[{""product"":""creme brulee maki sushi"",""quantity"":2,""price"":4000,""total_price"":8000},{""product"":""botok rempelo ati"",""quantity"":1,""price"":14500,""total_price"":14500}]";"creme brulee maki sushi:2:4000|botok rempelo ati:1:14500";"2";"22500"
"1 toge kacang tunggak rp 50000";"[{""product"":""toge kacang tunggak"",""quantity"":1,""price"":50000,""total_price"":50000}]";"toge kacang tunggak:1:50000";"1";"50000"
"wkwk tiga bika ambon coklat kecil 19000";"[{""product"":""bika ambon coklat kecil"",""quantity"":3,""price"":19000,""total_price"":57000}]";"bika ambon coklat kecil:3:19000";"1";"57000"
"kak 1 roti bakar nutella Rp33500 sama dua onigiri  spicy tuna 35000";"[{""product"":""roti bakar nutella"",""quantity"":1,""price"":33500,""total_price"":33500},{""product"":""onigiri  spicy tuna"",""quantity"":2,""price"":35000,""total_price"":70000}]";"roti bakar nutella:1:33500|onigiri  spicy tuna:2:35000";"2";"103500"
"wkwk satu extra dark fudgy brownie 8500";"[{""product"":""extra dark fudgy brownie"",""quantity"":1,""price"":8500,""total_price"":8500}]";"extra dark fudgy brownie:1:8500";"1";"8500"
"wkwk dua roti kukus srikaya set rp 12500";"[{""product"":""roti kukus srikaya set"",""quantity"":2,""price"":12500,""total_price"":25000}]";"roti kukus srikaya set:2:12500";"1";"25000"
"dua nasgor sei ayam rp 19500";"[{""product"":""nasgor sei ayam"",""quantity"":2,""price"":19500,""total_price"":39000}]";"nasgor sei ayam:2:19500";"1";"39000"
"wkwk seporsi peppy mango l rp 45000 dan nasi goreng jawa kartika rp 11000";"[{""product"":""peppy mango l"",""quantity"":1,""price"":45000,""total_price"":45000},{""product"":""nasi goreng jawa kartika"",""quantity"":1,""price"":11000,""total_price"":11000}]";"peppy mango l:1:45000|nasi goreng jawa kartika:1:11000";"2";"56000"
"kak dua ikan tongkol segar Rp25000";"[{""product"":""ikan tongkol segar"",""quantity"":2,""price"":25000,""total_price"":50000}]";"ikan tongkol segar:2:25000";"1";"50000"
"wkwk 1 roti strawberry Rp38500 dan nasi lele ayam potong rp 27000";"[{""product"":""roti strawberry"",""quantity"":1,""price"":38500,""total_price"":38500},{""product"":""nasi lele ayam potong"",""quantity"":1,""price"":27000,""total_price"":27000}]";"roti strawberry:1:38500|nasi lele ayam potong:1:27000";"2";"65500"
"seporsi bakso daging cincang rp 9500 dan satu fluffy cream roll uji matcha Rp47000 dan seporsi spicy mayo chicken rice 20000";"[{""product"":""bakso daging cincang"",""quantity"":1,""price"":9500,""total_price"":9500},{""product"":""fluffy cream roll uji matcha"",""quantity"":1,""price"":47000,""total_price"":47000},{""product"":""spicy mayo chicken rice"",""quantity"":1,""price"":20000,""total_price"":20000}]";"bakso daging cincang:1:9500|fluffy cream roll uji matcha:1:47000|spicy mayo chicken rice:1:20000";"3";"76500"
"tiga rujak mangga mengkal Rp7500 + tiga es nutrisari florida orange rp 44500";"[{""product"":""rujak mangga mengkal"",""quantity"":3,""price"":7500,""total_price"":22500},{""product"":""es nutrisari florida orange"",""quantity"":3,""price"":44500,""total_price"":133500}]";"rujak mangga mengkal:3:7500|es nutrisari florida orange:3:44500";"2";"156000"
"3 linggardjati aardbeien rp 25000";"[{""product"":""linggardjati aardbeien"",""quantity"":3,""price"":25000,""total_price"":75000}]";"linggardjati aardbeien:3:25000";"1";"75000"
"wkwk croissant smoked beef Rp31500 + 3 indomie ayam bbq rp 41000 + 3 spaghetti bolognese ff rp 21500";"[{""product"":""croissant smoked beef"",""quantity"":1,""price"":31500,""total_price"":31500},{""product"":""indomie ayam bbq"",""quantity"":3,""price"":41000,""total_price"":123000},{""product"":""spaghetti bolognese ff"",""quantity"":3,""price"":21500,""total_price"":64500}]";"croissant smoked beef:1:31500|indomie ayam bbq:3:41000|spaghetti bolognese ff:3:21500";"3";"219000"
